1217	457	47	682	1256	42	1141	987	477	1299	424	430	940	61	948	812	1238	751	819	498	899	1151	580	142	1052	771	1030	87	814	1025	19	716	1234	505	712	491	44	481	754	300	961	982	995	104	903	749	399	717	854	497	1326	671	504	944	227	233	718	425	8	886	249	1073	908	1236	536	891	480	290	315	5	119	1276	627	224	1156	115	576	178	484	900	281	793	757	789	990	954	403	1300	1155	688	1032	282	572	129	217	1004	1202	804	1130	1285	167	197	259	588	1148	790	113	742	551	1224	407	277	31	1199	822	624	542	1183	72	699	1187	1240	1258	450	611	913	365	238	1123	574	85	1354	239	318	975	585	404	787	781	350	443	722	877	186	1196	782	1002	1104	1342	454	1048	20	39	426	649	368	980	719	1072	866	981	1007	979	54	308	840	1220	794	45	23	836	855	955	271	462	901	828	556	949	1003	564	433	593	321	214	235	299	1182	884	731	458	1044	266	390	439	732	101	467	135	868	553	357	345	522	172	647	1277	30	612	50	126	798	364	53	164	846	927	1006	363	132	431	1241	909	669	871	313	272	396	1312	520	746	70	632	3	532	1005	136	1077	730	473	992	1022	1229	968	346	387	65	210	292	317	543	293	35	707	319	219	1231	207	1302	1075	307	448	1328	820	865	634	327	733	108	1140	555	247	701	691	1325	1170	328	472	360	291	354	831	1114	76	1216	464	1036	1079	337	894	59	401	1329	592	613	847	859	200	347	813	312	1050	714	151	1097	160	1161	600	656	637	153	964	476	1175	801	285	459	910	232	1286	1137	654	946	638	1332	231	302	959	383	499	764	188	468	213	663	606	640	797	289	16	969	496	1076	993	803	1034	344	408	1207	740	575	177	915	1347	51	228	1112	223	366	449	683	1078	252	161	857	876	821	123	305	351	114	570	1045	842	91	427	174	1062	729	811	1235	1094	436	412	456	932	1150	1306	965	706	1248	858	311	168	1109	971	322	539	545	1152	835	861	414	410	745	375	823	1181	1335	106	772	111	353	209	704	1271	306	1265	367	36	950	568	279	309	169	43	596	818	148	784	590	1320	1239	263	852	1054	643	651	93	648	125	705	248	827	1091	693	463	1100	758	602	528	628	1266	806	381	867	945	261	411	614	1116	1139	63	881	904	653	817	95	250	460	530	471	1039	879	413	883	163	1193	1168	841	256	567	394	139	546	40	349	179	524	268	1040	728	1242	526	11	888	715	753	438	1069	1169	1344	619	446	332	562	914	202	489	260	800	833	941	1195	597	352	537	872	916	618	336	658	24	33	1056	1154	22	625	237	665	696	326	621	563	675	1209	190	1308	110	267	799	287	60	400	502	1290	1282	204	264	1081	432	1064	440	925	788	320	137	926	1252	406	1142	334	1200	77	513	552	815	301	109	10	372	269	138	646	1331	494	103	1272	951	121	1351	185	1088	120	1093	723	750	862	461	960	192	673	897	863	807	13	636	767	783	191	374	1023	1254	834	610	527	856	1192	140	206	639	864	21	1001	802	933	141	362	737	409	242	684	873	116	1016	7	1264	376	1108	623	578	1107	633	1294	323	96	677	668	1280	329	159	681	1068	398	1243	1098	173	1111	1051	356	1281	445	512	155	1087	333	79	893	1138	1028	1057	919	421	923	791	1176	1194	1024	506	766	117	1289	208	808	785	1060	735	58	1018	1208	2	444	478	1121	514	280	469	510	211	1049	1118	615	1011	780	659	521	809	997	1163	936	216	393	773	1223	15	1343	218	94	355	80	1008	127	763	64	760	488	635	452	1316	561	150	1096	1135	630	1105	397	1106	700	660	86	342	1	1134	962	416	88	1067	1189	128	69	503	171	620	428	747	262	676	265	1042	1038	644	1273	770	1074	1083	144	560	107	938	1015	792	970	776	617	690	996	1275	672	196	466	245	1086	9	508	1226	501	748	870	826	275	851	678	911	255	795	937	83	697	541	845	75	534	985	187	379	395	378	447	38	853	361	686	1021	1089	652	1225	73	507	56	386	1178	898	1153	422	1066	205	685	284	601	998	1070	645	709	243	761	194	276	195	698	977	295	991	1136	1214	1203	453	1186	738	1205	1318	963	230	976	1330	100	405	1124	1346	303	1249	324	779	1222	1071	34	149	589	441	1232	689	670	81	849	1177	1149	759	931	966	1213	703	777	878	540	1228	1215	212	727	180	437	922	1159	157	994	253	500	258	176	474	429	1255	14	1058	516	146	133	509	860	1113	170	655	666	594	358	591	389	99	531	359	816	1122	1237	942	1080	1270	573	156	380	581	711	1173	598	251	1014	1348	339	605	687	559	1020	388	0	1065	18	1336	338	629	608	175	805	244	511	895	1029	710	882	1198	152	755	417	420	1162	49	1246	325	739	118	147	978	519	726	889	154	122	57	225	288	548	98	1303	743	1233	1115	1260	341	1128	616	316	1295	692	983	193	721	885	220	595	667	566	1129	1132	234	1315	832	550	221	102	1133	1333	1012	1230	370	587	713	415	1031	890	957	257	778	1043	554	956	1172	145	1055	744	66	1157	1158	26	631	158	622	67	435	451	650	28	774	887	674	943	657	181	547	479	935	1263	525	25	1160	278	1301	1090	1293	487	848	246	609	1210	423	442	874	579	880	52	1204	97	892	434	492	314	515	934	84	1131	384	402	475	485	1247	340	310	382	1218	1013	4	392	296	1279	953	535	1041	902	604	1017	810	189	62	470	1278	577	32	371	1046	1212	105	875	1227	1166	584	988	130	603	55	523	986	583	286	775	984	896	162	71	1063	183	724	582	569	184	952	46	348	549	203	1269	29	486	1085	1061	92	1345	1019	385	1321	369	967	626	947	538	82	419	736	1145	869	495	229	557	131	839	843	112	599	27	1082	1103	1102	182	1092	37	134	607	702	1167	571	565	1310	6	741	974	1099	373	756	1147	586	752	68	844	74	765	201	1298	1171	972	708	391	1257	418	558	41	1143	48	1146	124	1059	1197	921	1219	165	1037	1047	377	226	294	236	1117	215	304	254	455	1259	786	905	490	12	1206	762	166	
614	1136	986	1316	1221	366	1220	1287	967	836	493	113	774	494	1209	
469	975	333	60	332	822	755	182	444	870	1005	
270	335	298	973	199	198	535	958	959	297	533	
924	829	1144	928	1084	483	830	734	482	642	641	
918	1316	768	939	769	917	1304	1274	1179	1284	1190	
1165	232	1288	1305	1164	1331	680	679	1155	
530	664	999	695	694	1035	283	930	529	
518	920	1018	1184	330	175	517	331	
796	824	1119	1120	650	1201	912	725	
257	277	353	637	936	845	43	
78	662	970	1101	661	493	989	
89	1110	1311	1140	222	90	
385	929	240	273	241	274	
586	790	837	838	1283	315	
591	343	481	760	344	751	
711	712	1027	842	1026	628	
1185	1191	1010	1296	1009	1297	
35	333	177	6	246	
304	821	12	736	1272	
850	410	389	17	1291	
1252	126	1008	1032	24	
207	26	279	500	448	
44	1186	403	945	55	
622	333	45	932	823	
635	59	724	504	890	
252	120	320	801	979	
145	318	591	1046	144	
878	279	631	630	816	
399	561	1064	707	397	
1267	455	1253	1331	1268	
1053	543	1200	1123	916	
1262	853	1081	1033	873	1292	
411	78	16	1235	
986	16	836	494	
544	242	37	1211	
63	993	43	94	
1087	51	227	221	
871	63	1037	872	
286	1062	120	1171	
1185	1116	1026	139	
285	457	142	223	
700	719	720	162	
1121	995	168	354	
364	399	513	246	
937	361	303	355	
318	437	915	420	
761	451	762	1276	
530	859	839	1317	
1245	792	1244	1261	
289	8	399	
16	568	780	
19	179	553	
279	21	451	
1100	416	23	
1080	26	98	
71	50	28	
428	634	31	
145	1052	38	
904	982	41	
281	60	444	
965	60	858	
324	1211	68	
74	123	727	
75	688	569	
89	278	90	
619	427	94	
410	97	244	
99	519	1096	
363	146	101	
101	621	480	
652	101	1044	
107	228	967	
114	813	909	
266	1203	116	
119	324	650	
119	1019	457	
120	524	1166	
120	711	1160	
223	127	683	
223	898	127	
129	490	578	
1206	131	286	
742	134	427	
143	1337	142	
147	1083	1110	
151	377	150	
1000	159	1176	
714	713	166	
534	444	186	
188	239	552	
192	411	223	
201	898	869	
205	1201	1327	
209	246	247	
214	801	295	
229	283	216	
1019	632	217	
418	945	227	
242	309	1012	
975	383	246	
252	399	344	
829	483	254	
317	631	479	
710	318	478	
326	1004	699	
1016	328	1014	
991	561	333	
1045	343	906	
676	995	354	
598	995	354	
365	491	1051	
994	1109	370	
965	551	372	
373	519	1074	
1228	505	399	
406	567	912	
411	782	479	
411	731	568	
413	459	655	
439	1028	423	
823	455	592	
1136	458	773	
841	462	668	
1279	1278	479	
493	580	574	
579	578	555	
731	755	587	
1098	823	592	
620	846	717	
620	731	730	
807	629	801	
631	630	921	
637	1323	1121	
1314	825	671	
781	1308	1307	
790	1180	1095	
903	954	902	
907	1246	906	
1327	1338	955	
994	1193	1260	
1324	1188	1002	
1125	1102	1162	
1127	1126	1174	
1341	1153	1340	
1266	1309	1334	
469	755	182	975	333	444	60	332	822	870	1005	
257	277	353	637	936	845	43	
35	333	177	6	246	
304	821	12	736	1272	
207	26	279	500	448	
44	1186	403	945	55	
622	333	45	932	823	
635	59	724	504	890	
252	120	320	801	979	
147	285	457	142	223	
145	318	591	1046	144	
878	279	631	630	816	
399	561	1064	707	397	
63	43	993	94	
51	227	1087	221	
871	63	1037	872	
120	1062	1171	286	
995	168	354	1121	
513	364	246	399	
303	361	937	355	
915	437	318	420	
762	451	761	1276	
916	1200	543	1123	
711	712	842	628	
289	399	8	
411	1235	16	
568	780	16	
179	19	553	
279	21	451	
1100	416	23	
26	98	1080	
71	50	28	
428	31	634	
145	1052	38	
982	904	41	
965	60	858	
74	123	727	
569	75	688	
619	427	94	
519	99	1096	
363	146	101	
480	101	621	
1044	652	101	
107	228	967	
114	813	909	
266	1203	116	
119	1019	457	
120	711	1160	
898	127	223	
129	490	578	
1206	131	286	
134	742	427	
151	377	150	
151	318	1209	
714	713	166	
534	444	186	
188	239	552	
192	411	223	
898	869	201	
209	246	247	
214	801	295	
1019	632	217	
418	945	227	
1012	242	309	
975	383	246	
399	252	344	
276	760	836	
586	790	315	
317	479	631	
710	318	478	
699	326	1004	
1014	1016	328	
991	333	561	
995	676	354	
1051	365	491	
994	1109	370	
965	551	372	
373	519	1074	
505	399	1228	
411	568	731	
413	655	459	
423	439	1028	
455	592	823	
1136	458	773	
462	841	668	
555	727	479	
873	727	479	
1279	479	1278	
530	859	839	
578	579	555	
731	755	587	
592	1098	823	
620	731	730	
801	807	629	
921	631	630	
731	916	1212	
994	1260	1193	
1285	1176	1014	
1316	16	970	1101	77	367	78	831	610	967	836	774	494	574	1209	614	1136	918	986	479	396	580	662	142	661	493	847	989	1235	
664	247	216	229	685	930	529	1054	922	530	283	999	11	253	832	694	1035	977	695	
459	918	1316	547	768	1066	939	453	769	1019	917	1304	1274	1179	1284	1190	
107	147	239	270	335	298	636	973	199	198	535	958	959	297	533	
406	824	1119	555	1120	567	912	796	708	182	650	1201	135	725	797	
518	975	1184	555	726	330	24	175	517	920	1018	186	138	331	
924	829	1144	928	1084	685	1019	483	254	830	734	482	642	641	
1128	185	232	1288	1164	1279	680	679	1165	1305	1331	135	1155	
903	413	929	24	385	492	240	273	241	1235	274	
324	318	543	544	242	561	1211	68	116	567	37	
1191	1010	1296	1026	139	711	1185	1027	842	1009	1297	
147	89	278	1110	1311	1140	574	222	11	90	
850	469	16	410	243	389	17	1291	851	
50	704	1133	70	346	1314	825	671	
159	975	1176	1156	1000	581	118	
1045	343	907	481	344	1246	906	
1267	455	1253	927	1331	1268	1117	
700	719	720	162	138	628	
883	1338	955	205	1201	1327	
1245	792	1244	1261	816	
986	1220	1221	1287	836	
1324	1188	1002	900	
1053	1200	1123	916	
859	530	1317	
637	1323	1322	
1339	1275	1313	
